country,commun,surveypl,surveyyr,hhnum,weight,members,workers,nonwork,lifecycl,hsex,hage,heduc,hparent,hempl,hocc,hby,spsex,speduc,spparent,spempl,spocc,unitype1,unibeg1,sons,daus,proptyp1,propmat1,propflr1,proprms1,propdol1,propten1,water,electric,sewer,stove,refrig,washing,sewing,radio,tv,stereo,phone
1,1,1,1/1/1987,1,3.9,6,1,5,2,1,31,5,1,3,529,9999,2,6,1,1,20,4,1/1/1976,0,4,1,3,2,4,2,3,1,1,1,1,1,1,2,1,1,2,2
1,1,1,1/1/1987,2,3.9,4,4,0,3,2,56,3,1,3,529,9999,8888,8888,8888,8888,8888,4,1/1/1950,1,2,1,3,3,3,1,3,1,1,1,1,1,1,1,1,1,1,2
1,1,1,1/1/1987,3,3.9,6,2,4,3,1,45,0,1,3,529,9999,2,0,1,1,20,4,1/1/1959,3,1,1,2,2,3,2,3,1,1,1,1,1,1,2,1,1,2,2
1,1,1,1/1/1987,4,3.9,2,0,2,5,1,59,0,1,1,50,5,2,0,1,1,20,4,1/1/1940,0,0,1,3,2,2,2,3,1,1,1,1,2,2,2,1,1,2,2
1,1,1,1/1/1987,5,3.9,6,3,3,3,2,55,0,1,1,20,5,8888,8888,8888,8888,8888,4,1/1/1954,2,3,1,2,2,3,2,3,1,1,1,1,1,1,2,1,1,2,2
1,1,1,1/1/1987,6,3.9,12,4,8,3,1,44,3,1,3,529,9999,2,0,1,1,20,4,1/1/1969,5,5,1,2,2,2,2,3,1,1,1,1,2,2,2,1,1,2,2
1,1,1,1/1/1987,7,3.9,7,1,6,2,1,39,7,1,3,524,9999,2,6,1,1,20,4,1/1/1974,3,2,1,9999,9999,9999,8888,2,1,1,1,1,1,1,2,1,1,1,2
1,1,1,1/1/1987,8,3.9,4,1,3,2,1,40,7,1,3,524,9999,2,6,1,1,20,4,1/1/1977,1,1,1,3,3,4,2,3,1,1,1,1,1,1,1,1,1,1,2
1,1,1,1/1/1987,9,3.9,7,4,3,3,1,54,0,1,3,410,9999,2,0,1,1,20,9999,1/1/9999,3,2,1,2,2,3,2,3,1,1,1,1,1,1,2,1,1,2,2
1,1,1,1/1/1987,10,3.9,4,1,3,3,1,47,5,1,3,720,9999,2,3,1,1,20,4,1/1/1960,0,2,1,3,3,4,2,3,1,1,1,1,1,1,1,1,1,1,2
1,1,1,1/1/1987,11,3.9,7,1,6,2,1,28,7,1,3,522,9999,2,5,1,1,20,4,1/1/1975,1,4,1,3,3,2,2,3,1,1,1,1,1,1,2,1,1,1,2
1,1,1,1/1/1987,12,3.9,12,5,7,3,1,44,4,1,3,549,9999,2,4,1,1,20,4,1/1/1963,5,4,1,3,3,5,2,3,1,1,1,1,1,1,1,1,1,1,2
1,1,1,1/1/1987,13,3.9,10,6,4,3,1,60,6,1,3,410,9999,2,0,1,1,20,4,1/1/1944,5,3,1,3,3,7,2,3,1,1,1,1,1,1,1,1,1,1,2
1,1,1,1/1/1987,14,3.9,9,5,4,3,1,49,3,1,3,522,5,2,5,1,1,20,4,1/1/1964,3,3,1,3,3,2,2,3,1,1,1,1,1,1,1,1,1,1,2
1,1,1,1/1/1987,15,3.9,4,4,0,1,2,73,1,2,3,549,5,8888,8888,8888,8888,8888,8888,1/1/8888,0,0,1,2,2,2,2,3,1,1,1,1,2,2,2,1,1,2,2
1,1,1,1/1/1987,16,3.9,5,3,2,5,1,59,3,1,3,522,5,2,0,1,1,20,4,1/1/1955,2,1,1,3,3,6,1,3,1,1,1,1,1,2,1,1,1,2,2
1,1,1,1/1/1987,17,3.9,2,1,1,5,1,67,0,1,3,410,5,2,3,1,1,20,4,1/1/1948,0,0,1,2,2,3,8888,2,1,1,1,1,1,2,2,1,1,2,2
1,1,1,1/1/1987,18,3.9,10,4,6,3,1,43,3,1,3,410,5,2,1,1,1,20,4,1/1/1963,4,4,1,2,2,2,2,3,1,1,1,1,1,1,2,1,2,2,2
1,1,1,1/1/1987,19,3.9,12,3,9,3,1,40,3,1,3,529,5,2,0,1,1,20,4,1/1/1968,3,3,1,2,2,3,8888,2,1,1,1,1,2,2,2,1,1,2,2
1,1,1,1/1/1987,20,3.9,4,1,3,2,1,23,9,1,3,410,9999,2,6,1,1,20,4,1/1/1984,0,2,1,3,3,1,2,3,1,1,1,1,1,1,2,2,1,2,2
1,1,1,1/1/1987,21,3.9,7,2,5,3,1,36,3,1,3,529,5,2,2,1,1,20,4,1/1/1969,2,3,1,3,1,2,9999,9999,1,1,1,1,1,1,2,2,1,2,2
1,1,1,1/1/1987,22,3.9,4,1,3,1,1,37,6,2,3,410,5,8888,8888,8888,8888,8888,8888,1/1/8888,0,0,1,3,3,7,1,3,1,1,1,1,1,1,1,1,1,2,2
1,1,1,1/1/1987,23,3.9,3,1,2,2,1,23,7,1,9999,9999,9999,2,3,1,1,20,4,1/1/1986,1,0,1,3,2,1,8888,2,1,1,1,1,2,2,2,2,2,2,2
1,1,1,1/1/1987,24,3.9,1,1,0,1,2,69,0,2,3,142,5,8888,8888,8888,8888,8888,8888,1/1/8888,0,0,1,1,1,2,2,3,1,1,1,2,2,2,2,2,2,2,2
1,1,1,1/1/1987,25,3.9,5,2,3,2,1,41,6,1,3,522,5,2,12,1,3,519,4,1/1/1982,3,0,1,2,2,2,2,3,1,1,1,1,1,1,2,1,1,1,2
1,1,1,1/1/1987,26,3.9,8,1,7,2,1,31,6,1,3,142,5,2,4,1,1,20,4,1/1/1976,4,2,1,3,3,3,2,3,1,1,1,9999,9999,9999,9999,9999,9999,9999,9999
1,1,1,1/1/1987,27,3.9,4,1,3,2,1,28,12,1,3,130,5,2,6,1,1,20,4,1/1/1983,0,2,1,3,3,2,8888,2,1,1,1,1,1,1,1,1,1,1,2
1,1,1,1/1/1987,28,3.9,9,8,1,3,1,52,3,1,3,522,9999,2,0,1,1,20,2,1/1/1956,5,2,1,3,3,9999,1,3,1,1,1,1,1,1,1,1,1,1,1
1,1,1,1/1/1987,29,3.9,6,1,5,2,1,36,6,1,3,522,9999,2,6,1,1,20,4,1/1/1975,0,4,1,3,3,5,2,3,1,1,1,1,1,1,1,1,1,1,1
1,1,1,1/1/1987,30,3.9,6,2,4,2,1,30,6,1,3,720,9999,2,6,1,3,719,2,1/1/1981,0,4,1,3,3,4,1,3,1,1,1,1,1,1,1,1,1,1,1
1,1,1,1/1/1987,31,3.9,2,1,1,1,1,55,0,2,3,720,9999,2,0,2,1,20,4,1/1/1960,0,0,1,2,2,3,1,3,1,1,1,1,1,1,2,1,1,2,2
1,1,1,1/1/1987,32,3.9,6,2,4,5,1,41,4,1,3,720,9999,2,0,1,1,20,4,1/1/1960,0,1,1,2,2,4,2,3,1,1,1,1,1,1,1,1,1,1,2
1,1,1,1/1/1987,33,3.9,4,1,3,2,1,25,12,1,3,522,9999,2,10,1,1,20,4,1/1/1980,1,1,1,3,3,5,8888,2,1,1,1,1,1,1,1,1,1,1,1
1,1,1,1/1/1987,34,3.9,5,3,2,3,1,57,1,1,3,529,9999,2,0,1,1,20,4,1/1/1950,3,0,1,3,2,4,2,3,1,1,1,1,1,1,1,1,1,1,1
1,1,1,1/1/1987,35,3.9,5,4,1,3,1,42,2,1,3,522,5,2,4,1,1,20,4,1/1/1962,2,1,1,3,3,3,2,3,1,1,1,1,1,1,1,1,1,1,2
1,1,1,1/1/1987,36,3.9,6,4,2,3,1,50,2,1,3,410,9999,2,1,1,1,20,9999,1/1/9999,2,2,1,2,1,4,8888,2,1,1,1,1,1,1,1,1,1,2,2
1,1,1,1/1/1987,37,3.9,3,2,1,5,1,57,8,1,3,830,9999,2,3,1,1,20,9999,1/1/9999,1,0,1,2,2,3,2,3,1,1,1,1,1,1,2,1,1,2,2
1,1,1,1/1/1987,38,3.9,7,1,6,2,1,28,3,1,3,410,9999,2,3,1,1,20,2,1/1/1974,2,3,1,3,2,3,2,3,1,1,1,1,2,2,2,1,1,1,2
1,1,1,1/1/1987,39,3.9,14,5,10,3,1,69,1,1,3,522,9999,2,2,1,1,20,4,1/1/1950,2,4,1,3,2,5,2,3,1,1,1,1,2,2,2,1,1,1,2
1,1,1,1/1/1987,40,3.9,7,3,4,5,1,45,3,1,3,410,9999,2,0,1,1,20,3,1/1/1966,0,1,1,3,3,5,2,3,1,1,1,1,2,2,2,1,1,1,2
1,1,1,1/1/1987,41,3.9,10,4,6,3,1,45,2,1,3,522,5,2,2,1,1,20,4,1/1/1965,3,3,1,3,2,5,2,3,1,1,1,1,2,1,2,1,1,1,2
1,1,1,1/1/1987,42,3.9,9,3,6,3,1,37,1,1,3,559,9999,2,4,1,1,20,4,1/1/1964,4,3,1,3,2,9999,2,3,1,1,1,1,1,1,2,1,1,1,2
1,1,1,1/1/1987,43,3.9,1,1,0,5,2,56,4,1,3,720,9999,8888,8888,8888,8888,8888,4,1/1/1951,0,0,1,3,3,4,2,3,1,1,1,1,1,1,1,1,1,1,1
1,1,1,1/1/1987,44,3.9,10,2,8,3,1,43,2,1,3,711,9999,2,4,1,1,20,4,1/1/1962,3,5,1,3,3,7,2,3,1,1,1,1,1,1,1,1,1,1,2
1,1,1,1/1/1987,45,3.9,6,3,3,5,1,57,2,1,3,410,9999,2,3,1,1,20,4,1/1/1950,1,1,1,3,2,5,8888,6,1,1,1,1,1,1,1,1,1,1,2
1,1,1,1/1/1987,46,3.9,4,3,1,5,1,59,1,1,3,529,9999,2,4,1,1,20,4,1/1/1950,1,1,1,2,9999,2,1,3,1,1,1,1,1,1,1,1,1,1,2
1,1,1,1/1/1987,47,3.9,7,1,6,2,1,30,4,1,3,720,9999,2,6,1,1,20,4,1/1/1978,2,2,1,3,2,4,8888,1,1,1,1,1,1,1,2,1,1,2,2
1,1,1,1/1/1987,48,3.9,7,6,1,3,1,52,2,1,3,529,5,2,3,1,1,20,4,1/1/1955,4,1,1,3,3,7,8888,1,1,1,1,1,1,1,2,1,1,2,2
1,1,1,1/1/1987,49,3.9,5,1,4,2,1,29,6,1,3,522,5,2,2,1,1,20,4,1/1/1982,1,2,1,3,3,4,2,3,1,1,1,1,1,1,2,1,1,2,2
1,1,1,1/1/1987,50,3.9,1,0,1,5,2,71,0,1,1,20,5,8888,8888,8888,8888,8888,2,1/1/1930,0,0,1,2,2,3,2,3,1,1,1,1,2,2,2,1,2,2,2
1,1,1,1/1/1987,51,3.9,6,1,5,2,1,25,6,1,3,522,5,2,2,1,1,20,4,1/1/1980,1,0,1,3,2,3,8888,2,1,1,1,1,2,2,2,1,1,2,2
1,1,1,1/1/1987,52,3.9,6,1,5,2,1,32,8,1,3,129,9999,2,9,1,1,20,4,1/1/1984,1,1,1,3,3,5,2,3,1,1,1,1,1,1,2,1,1,1,2
1,1,1,1/1/1987,53,3.9,3,1,2,3,1,66,0,1,3,529,5,2,2,1,1,20,4,1/1/1941,0,1,1,3,3,4,2,3,1,1,1,1,1,1,1,1,1,1,2
1,1,1,1/1/1987,54,3.9,2,1,1,1,1,66,4,2,3,719,9999,2,2,2,1,20,2,1/1/1987,0,0,1,3,2,8,2,3,1,1,1,1,2,2,1,1,1,1,2
1,1,1,1/1/1987,55,3.9,2,1,1,5,2,74,2,1,1,20,5,8888,8888,8888,8888,8888,9999,1/1/9999,1,0,1,2,2,2,8888,1,1,1,1,1,2,2,2,1,2,2,2
1,1,1,1/1/1987,56,3.9,11,4,7,3,1,38,6,1,3,720,9999,2,1,1,1,20,4,1/1/1969,7,2,1,3,2,6,2,3,1,1,1,1,1,1,2,1,1,1,2
1,1,1,1/1/1987,57,3.9,6,1,5,2,1,37,10,1,3,130,9999,2,9,1,1,20,4,1/1/1974,0,4,1,3,3,5,8888,6,1,1,1,2,2,2,2,1,1,1,2
1,1,1,1/1/1987,58,3.9,11,5,6,3,1,59,0,1,3,410,9999,2,4,1,1,20,4,1/1/1954,5,4,1,2,2,5,2,3,1,1,1,1,1,1,2,1,1,2,2
1,1,1,1/1/1987,59,3.9,9,4,5,3,1,51,0,1,3,529,5,2,2,1,1,20,4,1/1/1956,4,3,1,3,2,4,8888,2,1,1,1,1,1,2,2,1,2,2,2
1,1,1,1/1/1987,60,3.9,2,1,1,5,1,74,0,1,3,720,9999,2,0,1,1,20,4,1/1/1934,0,0,1,2,3,5,2,3,1,1,1,1,1,2,1,1,1,1,2
1,1,1,1/1/1987,61,3.9,4,1,3,3,2,50,0,1,3,142,5,8888,8888,8888,8888,8888,3,1/1/1965,0,2,1,3,2,5,2,3,1,1,1,1,1,1,2,1,1,2,2
1,1,1,1/1/1987,62,3.9,2,1,1,3,1,73,0,1,3,830,5,2,2,1,1,20,4,1/1/1944,0,0,1,3,2,3,2,3,1,1,1,1,1,1,2,2,1,2,1
1,1,1,1/1/1987,63,3.9,5,2,3,3,1,39,10,1,3,130,5,2,4,1,3,720,4,1/1/1970,1,2,1,3,2,4,2,3,1,1,1,1,1,1,1,1,1,2,2
1,1,1,1/1/1987,64,3.9,9,1,8,3,1,45,7,1,3,524,5,2,2,1,1,20,4,1/1/1962,4,1,1,3,3,5,2,3,1,1,1,1,1,1,1,1,1,1,2
1,1,1,1/1/1987,65,3.9,8,1,7,3,1,32,3,1,3,529,9999,2,1,1,1,20,4,1/1/1973,5,1,1,3,2,3,2,3,1,1,1,1,1,1,2,1,1,2,2
1,1,1,1/1/1987,66,3.9,6,1,5,3,1,40,7,1,3,524,5,2,4,1,1,20,4,1/1/1972,2,2,1,3,3,6,2,3,1,1,1,1,1,1,1,1,1,1,2
1,1,1,1/1/1987,67,3.9,4,1,3,3,1,70,4,1,3,549,9999,2,0,1,1,20,4,1/1/1946,0,2,1,3,3,6,1,3,1,1,1,1,1,1,1,1,1,1,1
1,1,1,1/1/1987,68,3.9,7,1,6,3,1,40,3,1,3,559,9999,2,2,1,1,20,4,1/1/1969,1,3,1,3,3,4,2,3,1,1,1,1,2,1,1,1,2,2,2
1,1,1,1/1/1987,69,3.9,7,2,5,3,1,55,6,1,3,719,5,2,6,1,1,20,4,1/1/1963,3,3,1,3,2,6,1,3,1,1,1,1,2,2,2,1,1,1,2
1,1,1,1/1/1987,70,3.9,8,5,3,5,2,56,1,1,3,719,5,8888,8888,8888,8888,8888,2,1/1/1948,4,1,1,3,3,4,2,3,1,1,1,1,1,1,2,1,1,1,2
1,1,1,1/1/1987,71,3.9,10,1,9,3,1,47,3,1,3,719,5,2,2,1,1,20,4,1/1/1970,3,4,1,3,3,5,2,3,1,1,1,1,1,2,2,1,1,1,2
1,1,1,1/1/1987,72,3.9,12,5,7,3,1,58,2,1,3,549,9999,2,3,1,1,20,4,1/1/1956,4,3,1,3,9999,3,9999,9999,1,1,1,1,1,2,1,2,1,1,2
1,1,1,1/1/1987,73,3.9,6,2,4,5,1,67,0,1,1,50,5,2,1,1,1,20,4,1/1/1947,2,2,1,2,2,4,2,3,1,1,1,1,2,1,2,1,2,2,2
1,1,1,1/1/1987,74,3.9,15,4,11,2,1,42,6,1,3,559,5,2,3,1,1,20,3,1/1/1962,1,2,1,3,2,8,2,3,1,1,1,1,2,1,2,1,1,1,2
1,1,1,1/1/1987,75,3.9,18,9,9,3,1,58,4,1,3,719,9999,2,2,1,1,20,4,1/1/1946,9,2,1,3,2,5,2,3,1,1,1,1,1,1,1,1,1,2,2
1,1,1,1/1/1987,76,3.9,9,5,4,3,1,61,2,1,3,831,9999,2,3,1,1,20,4,1/1/1955,3,4,1,3,3,5,8888,2,1,1,1,1,1,1,1,1,1,2,2
1,1,1,1/1/1987,77,3.9,6,3,3,3,1,57,3,1,3,410,9999,2,0,1,1,20,4,1/1/1957,3,1,1,3,3,4,2,3,1,1,1,1,1,1,1,1,1,2,2
1,1,1,1/1/1987,78,3.9,10,4,6,3,1,42,6,1,3,819,5,2,2,1,1,20,4,1/1/1962,4,4,1,3,3,6,2,3,1,1,1,1,1,1,1,2,1,1,2
1,1,1,1/1/1987,79,3.9,2,0,2,3,2,75,6,1,1,20,5,8888,8888,8888,8888,8888,4,1/1/1928,0,0,1,3,3,5,2,3,1,1,1,1,1,2,1,1,1,1,1
1,1,1,1/1/1987,80,3.9,5,3,2,5,1,82,2,1,3,720,9999,2,0,1,1,20,4,1/1/1926,0,3,1,3,3,6,1,3,1,1,1,1,1,1,1,1,1,2,1
1,1,1,1/1/1987,81,3.9,6,4,2,3,1,51,3,1,3,522,5,8888,8888,8888,8888,8888,4,1/1/1962,3,2,1,3,3,4,1,3,1,1,1,1,1,2,2,1,1,2,2
1,1,1,1/1/1987,82,3.9,17,5,12,2,1,25,6,1,3,522,5,2,3,1,1,20,4,1/1/1981,0,1,1,3,3,3,2,3,1,1,1,1,2,1,2,1,1,1,2
1,1,1,1/1/1987,83,3.9,11,4,7,5,1,94,0,1,3,410,9999,2,1,1,1,20,1,1/1/1918,2,0,1,1,2,3,2,3,1,1,1,1,2,2,2,2,2,2,2
1,1,1,1/1/1987,84,3.9,6,2,4,3,1,39,9,1,3,549,9999,2,5,1,1,20,4,1/1/1970,2,1,1,3,2,5,2,3,1,1,1,1,1,1,2,1,1,2,2
1,1,1,1/1/1987,85,3.9,6,4,2,3,1,59,2,1,3,720,9999,2,2,1,1,20,4,1/1/1952,3,1,1,3,3,6,1,3,1,1,1,1,1,1,1,1,1,1,2
1,1,1,1/1/1987,86,3.9,5,2,3,3,1,53,5,1,3,524,9999,8888,8888,8888,8888,8888,4,1/1/1984,1,3,1,2,2,4,2,3,1,1,1,1,1,2,2,1,1,1,2
1,1,1,1/1/1987,87,3.9,5,2,3,3,1,56,3,1,3,410,9999,2,4,1,1,20,4,1/1/1955,2,1,1,3,3,4,2,3,1,1,1,1,1,1,2,1,1,1,1
1,1,1,1/1/1987,88,3.9,7,6,1,5,1,69,6,1,3,524,5,2,6,1,1,20,4,1/1/1950,4,1,1,3,3,4,2,3,1,1,1,1,1,2,2,1,1,2,2
1,1,1,1/1/1987,89,3.9,6,2,4,3,1,64,3,1,3,410,9999,2,0,1,1,20,4,1/1/1949,1,3,1,2,3,4,2,3,1,1,1,1,1,1,1,1,1,1,2
1,1,1,1/1/1987,90,3.9,4,3,1,3,2,46,0,1,3,142,9999,8888,8888,8888,8888,8888,8888,1/1/8888,1,2,1,2,2,1,2,3,1,1,1,1,2,2,2,1,1,2,2
1,1,1,1/1/1987,91,3.9,7,1,6,3,1,37,3,1,3,529,9999,2,3,1,1,20,4,1/1/1978,3,2,1,2,2,1,2,3,1,1,1,1,1,2,2,1,1,2,2
1,1,1,1/1/1987,92,3.9,11,1,10,2,1,31,5,1,3,411,9999,2,3,1,1,20,4,1/1/1973,4,3,1,3,2,3,2,3,1,1,1,1,1,1,2,1,1,1,2
1,1,1,1/1/1987,93,3.9,5,1,4,2,1,26,3,1,3,522,9999,2,6,1,1,20,4,1/1/1976,1,2,1,3,1,3,8888,2,1,1,1,1,1,1,2,1,1,2,2
1,1,1,1/1/1987,94,3.9,9,3,6,3,1,36,2,1,3,529,5,2,3,1,1,20,4,1/1/1971,4,3,1,1,1,3,2,3,1,1,1,2,2,2,2,1,1,2,2
1,1,1,1/1/1987,95,3.9,6,1,5,2,1,35,12,1,3,719,9999,2,1,1,1,20,4,1/1/1975,1,3,1,3,3,2,8888,2,1,1,1,1,1,1,2,1,1,2,2
1,1,1,1/1/1987,96,3.9,2,2,0,1,1,79,0,2,3,529,9999,2,0,2,3,529,4,1/1/1954,0,0,1,1,1,2,2,3,1,2,2,2,2,2,2,2,2,2,2
1,1,1,1/1/1987,97,3.9,4,1,3,5,1,53,2,1,3,410,9999,2,6,1,1,20,4,1/1/1959,0,2,1,3,3,5,2,3,1,1,1,1,1,1,1,1,1,1,2
1,1,1,1/1/1987,98,3.9,9,2,7,3,1,34,3,1,3,522,9999,2,3,1,1,20,4,1/1/1973,3,4,1,2,2,5,8888,2,1,1,1,1,1,1,2,1,1,2,2
1,1,1,1/1/1987,99,3.9,3,1,2,3,1,49,3,1,3,719,9999,2,4,1,1,20,4,1/1/1962,0,1,1,3,3,5,2,3,1,1,1,1,1,1,1,1,1,1,2
1,1,1,1/1/1987,100,3.9,2,1,1,4,1,44,2,1,3,819,9999,2,3,1,1,20,3,1/1/1971,0,0,1,9999,9999,4,1,3,1,1,1,1,1,1,2,1,1,2,2
1,1,1,1/1/1987,101,3.9,2,2,0,5,2,49,3,1,3,719,9999,8888,8888,8888,8888,8888,4,1/1/1957,1,0,1,3,3,3,2,3,1,1,1,1,1,1,2,1,1,2,2
1,1,1,1/1/1987,102,3.9,6,3,3,3,1,41,6,1,3,419,5,2,4,1,1,20,4,1/1/1963,3,2,1,3,2,2,8888,2,1,1,1,1,1,1,2,1,1,2,2
1,1,1,1/1/1987,103,3.9,7,4,3,3,1,63,0,1,3,529,9999,2,0,1,1,20,4,1/1/1949,3,2,1,3,3,4,2,3,1,1,1,1,1,2,2,1,1,1,2
1,1,1,1/1/1987,104,3.9,4,1,3,2,1,29,6,1,3,522,9999,2,6,1,1,20,4,1/1/1983,1,1,1,3,2,2,8888,2,1,1,1,1,1,2,2,1,1,2,2
1,1,1,1/1/1987,105,3.9,11,5,6,3,1,69,2,1,3,529,5,2,2,1,1,20,2,1/1/1953,0,9,1,3,3,2,2,3,1,1,1,1,1,2,1,1,1,1,2
1,1,1,1/1/1987,106,3.9,7,1,6,3,1,52,2,1,3,410,9999,2,0,1,1,20,4,1/1/1953,0,5,1,3,3,6,1,3,1,1,1,1,1,1,1,1,1,1,2
1,1,1,1/1/1987,107,3.9,8,3,5,3,1,52,0,1,3,522,5,2,2,1,1,20,4,1/1/1957,2,4,1,3,2,3,2,3,1,1,1,1,1,2,1,1,1,1,2
1,1,1,1/1/1987,108,3.9,10,6,4,3,2,51,0,1,1,20,5,8888,8888,8888,8888,8888,3,1/1/1952,3,2,1,3,3,5,1,3,1,1,1,1,1,1,1,1,1,1,2
1,1,1,1/1/1987,109,3.9,7,4,3,3,1,57,2,1,3,410,5,2,6,1,1,20,4,1/1/1949,4,1,1,3,2,5,2,3,1,1,1,1,1,1,1,1,1,1,2
1,1,1,1/1/1987,110,3.9,5,3,2,3,1,43,3,1,3,529,9999,2,2,1,1,20,4,1/1/1964,1,2,1,3,2,2,2,3,1,1,1,1,1,2,2,1,1,2,2
1,1,1,1/1/1987,111,3.9,8,1,7,2,1,29,6,1,3,522,5,2,6,1,1,20,4,1/1/1977,3,3,1,3,2,2,2,3,1,1,1,1,2,2,2,1,1,2,2
1,1,1,1/1/1987,112,3.9,3,2,1,5,2,77,0,1,1,20,5,8888,8888,8888,8888,8888,4,1/1/1930,1,1,1,3,2,2,8888,2,1,1,1,1,2,2,2,2,2,2,2
1,1,1,1/1/1987,113,3.9,6,3,3,3,1,53,2,1,3,410,9999,2,0,1,1,20,4,1/1/1954,2,2,1,3,3,4,2,3,1,1,1,1,2,2,2,1,1,1,2
1,1,1,1/1/1987,114,3.9,5,2,3,3,1,35,6,1,3,549,9999,2,5,1,1,20,4,1/1/1969,1,2,1,3,3,3,1,3,1,1,1,1,1,1,1,1,1,1,2
1,1,1,1/1/1987,115,3.9,5,4,1,1,1,69,0,2,3,410,9999,2,0,2,1,20,4,1/1/1943,0,0,1,3,2,4,2,3,1,1,1,1,1,2,2,1,1,2,2
1,1,1,1/1/1987,116,3.9,7,5,2,3,1,52,6,1,3,719,9999,2,2,1,1,20,4,1/1/1951,3,2,1,3,3,3,2,3,1,1,1,1,1,1,1,1,1,2,2
1,1,1,1/1/1987,117,3.9,5,3,2,3,1,54,3,1,3,559,5,2,0,1,1,20,4,1/1/1951,1,2,1,3,2,2,2,3,1,1,1,1,2,2,2,1,1,2,2
1,1,1,1/1/1987,118,3.9,10,4,6,3,1,39,2,1,3,522,9999,2,2,1,1,20,4,1/1/1967,5,3,1,3,2,3,2,3,1,1,1,1,2,2,2,1,1,2,2
1,1,1,1/1/1987,119,3.9,7,1,6,2,1,35,6,1,3,559,5,2,6,1,1,20,4,1/1/1975,3,2,1,3,2,2,2,3,1,1,1,1,1,1,1,1,1,1,2
1,1,1,1/1/1987,120,3.9,3,1,2,2,1,21,6,1,3,549,9999,2,6,1,1,20,4,1/1/1984,0,1,1,3,3,4,2,3,1,1,1,1,1,1,2,1,1,2,2
1,1,1,1/1/1987,121,3.9,10,5,5,3,1,39,4,1,3,529,9999,2,1,1,1,20,4,1/1/1963,4,4,1,3,3,5,2,3,1,1,1,1,1,2,1,1,1,1,2
1,1,1,1/1/1987,122,3.9,2,1,2,5,1,79,1,1,2,10,5,2,0,1,1,20,4,1/1/1927,0,0,1,2,1,1,2,3,1,1,2,2,2,2,2,2,2,2,2
1,1,1,1/1/1987,123,3.9,8,3,5,3,1,47,3,1,3,719,9999,2,4,1,1,20,4,1/1/1962,4,2,1,3,3,5,2,3,1,1,1,1,1,1,1,1,1,1,2
1,1,1,1/1/1987,124,3.9,3,3,0,3,1,59,1,1,3,410,9999,2,3,1,3,529,4,1/1/1952,1,0,1,3,1,1,2,3,1,1,2,1,2,2,2,1,1,2,2
1,1,1,1/1/1987,125,3.9,4,1,3,2,1,31,9,1,9999,9999,5,2,9,1,1,20,4,1/1/1982,0,2,1,3,2,5,8888,2,1,1,2,1,1,1,1,1,1,1,2
1,1,1,1/1/1987,126,3.9,9,5,4,3,1,57,0,1,3,410,5,2,2,1,1,20,4,1/1/1958,2,5,1,3,2,5,2,3,1,1,1,1,2,2,2,1,1,2,1
1,1,1,1/1/1987,127,3.9,7,1,6,3,1,44,9,1,3,629,9999,2,7,1,1,20,4,1/1/1968,3,2,1,3,3,3,8888,2,1,1,1,1,1,1,1,1,1,1,2
1,1,1,1/1/1987,128,3.9,6,1,5,3,1,40,2,1,3,410,9999,2,5,1,1,20,4,1/1/1970,3,1,1,3,3,4,1,3,1,1,1,1,1,1,1,1,1,1,2
1,1,1,1/1/1987,129,3.9,4,2,2,3,2,51,1,1,3,719,9999,8888,8888,8888,8888,8888,4,1/1/1950,3,0,1,3,3,4,1,3,1,1,1,1,1,1,1,1,1,1,2
1,1,1,1/1/1987,130,3.9,8,1,7,3,1,40,3,1,3,410,5,2,6,1,1,20,4,1/1/1970,3,3,1,2,2,3,2,3,1,1,1,1,1,2,2,1,1,1,1
1,1,1,1/1/1987,131,3.9,5,1,4,2,1,23,0,1,3,522,9999,2,1,1,1,20,4,1/1/1983,1,1,1,2,2,2,8888,2,1,1,1,1,1,2,2,1,1,2,2
1,1,1,1/1/1987,132,3.9,8,1,7,2,1,34,6,1,3,524,5,2,3,1,1,20,4,1/1/1974,3,3,1,2,1,2,8888,2,1,1,1,1,2,2,2,1,1,2,2
1,1,1,1/1/1987,133,3.9,6,1,5,2,1,37,4,1,3,529,9999,2,4,1,1,20,4,1/1/1977,4,0,1,2,3,3,1,3,1,1,1,1,2,2,2,1,1,1,2
1,1,1,1/1/1987,134,3.9,7,2,5,3,1,77,0,1,3,410,9999,8888,8888,8888,8888,8888,1,1/1/1940,0,2,1,2,2,3,2,3,1,1,1,1,1,1,2,1,1,2,2
1,1,1,1/1/1987,135,3.9,8,2,6,3,1,40,3,1,3,529,5,2,4,1,1,20,4,1/1/1972,2,3,1,3,2,3,8888,2,1,1,1,1,1,1,2,1,1,1,2
1,1,1,1/1/1987,136,3.9,5,4,1,3,1,55,2,1,3,410,9999,2,1,1,1,20,4,1/1/1952,1,2,1,2,2,3,2,3,1,1,1,1,1,1,2,1,1,2,2
1,1,1,1/1/1987,137,3.9,8,2,6,3,1,50,6,1,3,719,9999,2,4,1,1,20,4,1/1/1956,2,4,1,3,2,4,8888,2,1,1,1,1,1,1,2,1,1,1,2
1,1,1,1/1/1987,138,3.9,7,5,2,5,1,63,3,1,3,410,9999,2,1,1,1,20,4,1/1/1946,3,3,1,3,2,3,2,3,1,1,1,1,1,1,2,1,1,2,2
